75,11,298,6,662,767,1,397,10,1015,8960,1075,0,0,0,0,0,0,0,0,0,0,0,0,0
9,663,16,92961,3,4293,1,5,2903,19346,14683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,258,6119,1,1261,3,92963,141,13731,7,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,987,4996,1081,1,1574,57,278,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,9542,1,155,8,381,1,97,1277,1361,4,9737,3,1,13733,0,0,0,0,0,0,0,0,0,0
5351,1039,2670,52,94,53,170,7,822,1,1489,4227,0,0,0,0,0,0,0,0,0,0,0,0,0
368,720,937,1,1229,2109,9,15,153,586,4,427,0,0,0,0,0,0,0,0,0,0,0,0,0
450,28,5997,3030,17825,7,177,928,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,1,1722,4,4228,20745,624,1,22,14690,1945,1618,0,0,0,0,0,0,0,0,0,0,0,0,0
74,14,5227,298,8,728,435,3,1174,141,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,8366,1583,6,131,14,309,11982,4085,48,1112,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,92972,241,6,51,11,443,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,6,1174,6896,7,531,141,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,70,364,6,74,2500,468,7,177,9,52,214,1955,170,0,0,0,0,0,0,0,0,0,0,0
799,6,919,2500,53,69,10,556,43,531,141,3497,0,0,0,0,0,0,0,0,0,0,0,0,0
231,8,3585,4285,107,189,10,3953,556,1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,24,350,4381,1752,1,298,6,575,10,3953,556,3,69,107,0,0,0,0,0,0,0,0,0,0
51,2479,7,531,12281,166,1154,1,156,11,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,1256,35,450,21766,451,9,5632,3791,141,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1,17065,4,13305,5152,4,9581,2,6906,1800,1,433,141,3497,0,0,0,0,0,0,0,0,0,0
8569,12919,859,27901,4,3828,2425,336,61,22,5992,6,112,0,0,0,0,0,0,0,0,0,0,0,0
1486,1,2155,4084,30,962,269,1,433,7,249,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,538,7,94,7,433,141,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,601,2934,161,166,775,1154,7,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4532,8,450,409,30,114,532,104,177,1,640,141,1163,0,0,0,0,0,0,0,0,0,0,0,0
9316,8,10207,15219,38,3965,127,155,24,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1740,5024,3217,3,2670,7,11738,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,1,2948,1,450,16,5712,9,2,131,141,13731,0,0,0,0,0,0,0,0,0,0,0,0,0
4532,6,92988,30,2841,1,90,383,10,87,556,1,353,0,0,0,0,0,0,0,0,0,0,0,0
1140,8,557,9,6457,196,435,3,52,3174,170,7,353,0,0,0,0,0,0,0,0,0,0,0,0
13305,9315,190,4,450,28,6906,1800,17825,1589,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,220,3,4561,937,24,1229,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,1,624,6732,377,8,841,8,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16868,21893,1,674,326,2627,22,6204,25,14202,76,14,3764,0,0,0,0,0,0,0,0,0,0,0,0
685,1,551,21,5609,30,14703,7,508,141,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,3413,6,2440,16,11291,7,121,1139,1,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,12,803,5565,1,674,538,7,271,107,7,508,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2646,8,1198,1,1664,10027,1,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,33,256,30,114,298,9,508,104,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,8579,35,5048,100,113,39,1810,1,1929,1,4389,10917,0,0,0,0,0,0,0,0,0,0,0,0
841,607,10613,53,1082,7,508,9,52,69,402,4955,0,0,0,0,0,0,0,0,0,0,0,0,0
799,8,970,30,9885,278,4,16,3,651,104,473,1,1459,0,0,0,0,0,0,0,0,0,0,0
5452,2806,3593,12,231,7,321,77,101691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,39,19702,16,2411,25,38,424,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10227,4381,1752,1,462,6,51,9,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,5696,1362,1,237,35221,102,12,1755,1,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,141,5,6323,2042,1,2785,10,1383,1,147,471,0,0,0,0,0,0,0,0,0,0,0,0,0
734,6,629,39,1561,10,1015,85,14154,9,456,3,970,0,0,0,0,0,0,0,0,0,0,0,0
18,5,2,51,2164,1,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,1589,11995,1,52,13760,102,7,5617,8,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,1,397,10,1015,8960,1075,9,208,1,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,33,364,7552,2500,43,644,4,1322,1275,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,942,4381,747,4,289,1,1845,7,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,6,1174,220,3,1691,7,594,141,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,93013,343,23,281,93014,141,7346,17056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,6995,6733,1047,1,341,9,2140,11,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,662,2343,52,69,704,1112,2882,2187,10,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,6,2440,2704,9,2422,1,186,2357,12,977,6,4388,0,0,0,0,0,0,0,0,0,0,0,0
2440,5494,5,51,196,505,1191,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,4,6843,1232,466,676,2698,18,64,7,12003,141,5405,0,0,0,0,0,0,0,0,0,0,0,0
244,3747,346,1176,56,10037,18,1173,56,2,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,12189,1006,6,198,17871,4,7073,27952,10235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,7834,52,11753,255,102,7,449,6,4871,9,82,557,0,0,0,0,0,0,0,0,0,0,0,0
1674,1,12932,11375,10,962,594,7,107,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,3509,220,3,63,14703,7,593,928,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,1377,7,1008,4148,557,608,4,218,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1392,866,2639,298,1,161,249,7,214,208,141,3497,0,0,0,0,0,0,0,0,0,0,0
138,141,14,31,3144,186,906,3,4230,1,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,6,957,660,1392,7,371,141,947,8,5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,33,256,18,793,2500,149,7,615,141,8331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,10,3004,9315,53,7,593,1589,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,720,9,473,2062,1,728,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,1,624,53496,3,377,1,793,8,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,16395,3,1458,1,132,619,6,44,10,93029,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4744,421,1,22,1,130,648,9,570,289,3107,6,112,0,0,0,0,0,0,0,0,0,0,0,0
19373,640,131,12161,790,2638,10,87,1469,9,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,6,213,622,11241,68,3866,4,4567,16,6,1803,0,0,0,0,0,0,0,0,0,0,0,0,0
4923,1,637,1099,19,12547,4,3282,57,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2020,133,5152,4,30,374,540,33,4568,8851,1180,0,0,0,0,0,0,0,0,0,0,0,0,0
7661,169,4312,2593,4235,5668,4,1063,7,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,3349,2,868,1,12312,105,13777,9,470,3,570,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,2352,11,2828,3843,6,6931,650,260,93038,6,649,0,0,0,0,0,0,0,0,0,0,0,0,0
